licensenumber,operationtype,nurserysize,greenhousesize,tradename,ownername,businessphone,streetnumber,streetname,addressline2,addressline3,city,state,zipcode,georeference,county
646393,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RICHARD LIPSKY,RICHARD LIPSKY,315-690-6458,4784,STATE ROUTE 80,,,TULLY,NY,13159,POINT (-76.18342 42.81898),ONONDAGA
644210,Nursery Stock Only,10 Acres or Less,,PARK LANE DAYLILIES,MAYNARD KATHLEEN,716-392-1233,5991,PARK LANE,,,OLCOTT,NY,14126,POINT (-78.71107 43.33214),NIAGARA
66517,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MIDWAY GARDEN CENTER LLC,COCHRAN ROBERT,716-386-5113,4876,ROUTE 430,,,DEWITTVILLE,NY,14728,,CHAUTAUQUA
42062,Nursery Stock Only,11-100 Acres,,SCHICHTELS NURSERY INC,SCHICHTELS NURSERY INC,716-592-9383,,PETERS ROAD,,,SPRINGVILLE,NY,14141,POINT (-78.66726 42.50866),CATTARAUGUS
645406,Nursery Stock Only,10 Acres or Less,,ONE NATURE LLC,BRYAN QUINN,845-440-1677,79,FARMSTEAD LANE,,,WAPPINGERS FALLS,NY,12590,POINT (-73.95209 41.5426),DUTCHESS
646833,Nursery Stock Only,10 Acres or Less,,DISTINGUISHED FARMS LLC,JOSEPH PALERMO AND DARYA ROTBLAT,315-254-7132,4263,ABBEY ROAD,,,SYRACUSE,NY,13215,POINT (-76.21508 42.97748),ONONDAGA
646557,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less","HODGSON FARMS, LLC",RICHARD HODGSON,845-629-6762,3345,RIVER ROAD,,,DOWNSVILLE,NY,13755,POINT (-75.0269 42.03696),DELAWARE
645721,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",R&R GREENHOUSE,RUEBEN J GRABER,,386,AUSTIN RIDGE ROAD,,,NORWOOD,NY,13668,POINT (-75.03325 44.75165),ST. LAWRENCE
645289,Nursery Stock Only,10 Acres or Less,,NORTH FORK NATIVE PLANTS INC,MATTHEW G. DALY,631-298-6571,345,SOUND AVENUE,,,MATTITUCK,NY,11952,POINT (-72.5807 40.98541),SUFFOLK
416065,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SCHUYLER FARMS,SCHUYLER FARMS,518-695-5308,1124,ROUTE 29,,,SCHUYLERVILLE,NY,12871,POINT (-73.60107 43.10832),SARATOGA
515524,Nursery Stock Only,11-100 Acres,,BELLS CHRISTMAS TREES LLC,BELL GORDON & BRIAN,845-532-1886,647,METTACAHONTS ROAD,,,ACCORD,NY,12404,POINT (-74.26541 41.82909),ULSTER
332763,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",SILVERLEAF GRNHSES INC,SILVERLEAF GREENHOUSES INC,914-4750141,2736,STATE ROUTE 208,,,WALDEN,NY,12586,POINT (-74.18746 41.58134),ORANGE
646257,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FUN ACRES HERB FARM,TRAVIS KNAPP,315-794-8072,209,PARK HILL RD,,,ERIN,NY,14838,POINT (-76.65159 42.19974),CHEMUNG
553464,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RIVER RUN TREE FARMS,TRIPLE E TREE FARMS INC,914-669-9453,329,JUNCTION RD,,,HOWES CAVE,NY,12092,POINT (-74.32416 42.72519),SCHOHARIE
641371,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SCHWEIZER CONRAD DR NRS,SCHWEIZER CONRAD,718-351-0917,2051,RICHMOND RD,,,STATEN ISLAND,NY,10306,POINT (-74.11046 40.58213),RICHMOND
570510,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SAUDERS GREENHOUSE,SAUDER MAHLON,585-554-4553,3986,FERGUSON CORNER RD,,,RUSHVILLE,NY,14544,POINT (-77.17358 42.75685),YATES
645394,Nursery Stock Only,10 Acres or Less,,TOWN & COUNTRY ENTERPRISES INC,DAVID SAMUELSON,585-872-5073,1367,ALLEN ROAD,,,PENFIELD,NY,14526,POINT (-77.42414 43.17806),MONROE
171122,Nursery Stock Only,10 Acres or Less,,ACADIAN FARM,OUGHTON THOMAS & KATHLEEN,518-993-3967,259,TILLBORO ROAD,,,ST JOHNSVILLE,NY,13452,POINT (-74.55471 43.01596),FULTON
645897,Nursery Stock Only,,,MOELIUS FARMS,VERNON & SANDRA MOELIUS,631-745-4853,1928,NYS ROUTE 12,,,BINGHAMTON,NY,13901,POINT (-75.86649 42.19558),BROOME
387054,Nursery Stock Only,11-100 Acres,,SARATOGA SOD FARM INC,SARATPGA SPD FARM INC,518-664-5038,647,STILLWATER BRIDGE ROAD,,,SCHAGHTICOKE,NY,12154,POINT (-73.6322 42.92221),RENSSELAER
474789,Nursery Stock Only,11-100 Acres,,MAHONEY STEPHEN INC,MAHONEY STEPHEN INC,631-324-6574,162,LONG LANE,,,EAST HAMPTON,NY,11937,POINT (-72.21393 40.97423),SUFFOLK
500926,Nursery Stock Only,11-100 Acres,,MOORE CHRISTMAS TREE FARM,MOORE RICHARD AND KAY,607-533-7394,575,AUBURN ROAD ROUTE 34,,,GROTON,NY,13073,POINT (-76.49214 42.57025),TOMPKINS
646480,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FULLY ROOTED INCORPORATED,CLAIRE HOLLER,716-866-2127,89,ELM STREET,,,TONAWANDA,NY,14150,POINT (-78.87099 43.01231),ERIE
645715,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOLBEN FARMS,PAMELA GOLBEN,845-651-1954,142,SOUTH MAIN STREET,,,FLORIDA,NY,10921,POINT (-74.35345 41.32245),ORANGE
142970,Nursery Stock Only,11-100 Acres,,LAKESIDE SOD SPLY CO IN,LAKESIDE SOD SUPPLY CO INC,716-741-2877,,LAURIDSEN FARM-MCNEELEY ROAD,,,CLARENCE CENTER,NY,14032,POINT (-78.63716 43.01309),ERIE
644959,Nursery Stock Only,11-100 Acres,,SCHICHTELS NURSERY INC,SCHICHTELS NURSERY INC,,9987,RT 39,,,SPRINGVILLE,NY,14141,POINT (-78.63272 42.5082),ERIE
644778,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MAPLE RUN FARM,IVAN RAY HOOVER,607-535-2132,4341,RT 14A,,,ROCK STREAM,NY,14878,POINT (-76.9425 42.44476),SCHUYLER
471333,Nursery Stock Only,101 Acres or More,,WARNER NURSERY LLC,WARNER AUSTIN H,631-727-1336,2674,SOUND AVENUE,,,CALVERTON,NY,11933,POINT (-72.73148 40.95873),SUFFOLK
644056,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BRALEY FARM,ALEXIS SILVER,518-392-1849,1280,STATE ROUTE 203,,,CHATHAM,NY,12037,POINT (-73.57093 42.34953),COLUMBIA
646775,Nursery Stock Only,10 Acres or Less,,JC & PC CORP DBA CERES FARM,JENNIFER & PIETRO CIPRIANO,516-974-8630,371,SMITH RIDGE ROAD,,,SOUTH SALEM,NY,10590,POINT (-73.51726 41.21643),WESTCHESTER
255833,Nursery Stock Only,11-100 Acres,,SKY-HIGH TURF FARM,COULTER-GIUFRE & CO INC,315-687-6510,583,PECK ROAD,,,KIRKVILLE,NY,13082,POINT (-75.9551 43.11238),MADISON
646101,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WOODSIDE NURSERY INC,PETER SALMONE,631-758-1491,134,EAST WOODSIDE AVENUE,,,PATCHOGUE,NY,11772,POINT (-72.99249 40.79518),SUFFOLK
643723,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GAJESKI PRODUCE,BRIAN F GAJESKI,516-819-7099,1997,MAIN RD,,,LAUREL,NY,11948,POINT (-72.56119 40.96879),SUFFOLK
473200,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BAYPORT FLOWER HOUSES,BAYPORT FLOWER HOUSES INC,631-472-0014,940,MONTAUK HIGHWAY,,,BAYPORT,NY,11705,POINT (-73.04785 40.74814),SUFFOLK
646809,Greenhouse Stock Only,10 Acres or Less,,BONNIE PLANTS LLC,MIKE SUTTERER,334-467-3313,95,ORVILLE DRIVE,,,BOHEMIA,NY,11716,POINT (-73.10183 40.7758),SUFFOLK
646062,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HOOVER HOWARD,HOWARD HOOVER,315-536-3192,2849,SWARTHOUT ROAD,,,PENN YAN,NY,14527,POINT (-77.0164 42.62609),YATES
645083,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BUD'S FLORIST & GREENHOUSE LLC,JENNIFER CLARKE,518-732-7563,1614,ROUTE 9,,,CASTLETON ON HUDSON,NY,12033,POINT (-73.68049 42.52714),RENSSELAER
196700,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CRIMSON VALLEY NURSERY,MCMANN DANIEL,518-650-5207,103,FLAT BUSH ROAD,,,WEST COXSACKIE,NY,12192,POINT (-73.82207 42.41134),GREENE
551289,Nursery Stock Only,10 Acres or Less,,ACOCELLA LANDSCAPINGLTD,ACOCELLA LANCSCAPING LTD,914-725-2272,659,WILMOT ROAD,,,SCARSDALE,NY,10583,POINT (-73.79081 40.97455),WESTCHESTER
320332,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",KELLY WHOLESALE NURSERY,GARDEN GALLERIES INC,315-548-2151,,EAGLE STREET,PO BOX 66,,PHELPS,NY,14532,POINT (-77.06034 42.95847),ONTARIO
646165,Nursery Stock Only,10 Acres or Less,,JUDY'S FALLSBURG GARDEN/I ZAKARIN & SONS INC,JUDY ZAKARIN,845-434-4430,5296,ROUTE 42,,,SOUTH FALLSBURG,NY,12779,POINT (-74.6246 41.71216),SULLIVAN
645589,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DANIEL AND MARY KING,DANIEL AND MARY KING,518-568-5972,220,BUSH ROAD,,,FORT PLAIN,NY,13339,,MONTGOMERY
645632,Combined Nursery and Greenhouse,,"2,001-20,000 SqFt of Glass",TROYERS GREENHOUSE,TINA TROYER,716-782-4887,1669,WEEKS ROAD,,,PANAMA,NY,14767,POINT (-79.52762 42.07283),CHAUTAUQUA
646015,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PAPER POTTED PLANTS,KARIANMI JORGENSEN,631-327-3259,361,DARE ROAD,,,SELDEN,NY,11784,POINT (-73.04283 40.88858),SUFFOLK
645865,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",VALLEY FARM MARKET,JONATHAN & CAROLYN NOLT,585-554-3455,441,STATE ROUTE 245,,,RUSHVILLE,NY,14544,POINT (-77.25867 42.74672),YATES
646548,Nursery Stock Only,10 Acres or Less,,STEVEN DUBNER LANDSCAPING,STEVEN DUBNER,516-779-3861,0,WEST SOUTH STREET,NORTH SIDE OF SOUTH STREET,EAST OS DAYTON AVE,MANORVILLE,NY,11949,POINT (-72.79092 40.84968),SUFFOLK
160913,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",USHER FARM,KRIWOX LIDIA S,518-359-7473,102,UNDERWOOD ROAD,,,TUPPER LAKE,NY,12986,POINT (-74.48899 44.23841),FRANKLIN
184344,Nursery Stock Only,101 Acres or More,,BATAVIA TURF LLC,BATAVIA TURF LLC,585-548-2552,6465,TRANSIT ROAD,,,ELBA,NY,14058,POINT (-78.11547 43.10035),GENESEE
646085,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",WATERTOWN GARDEN CENTER & LANDSCAPE SUPPLY INC,JUSTIN CHESBROUGH,315-921-5253,17940,US RT 11,,,WATERTOWN,NY,13601,POINT (-75.94136 43.92569),JEFFERSON
645725,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SHIRK NATHANIEL & ARLENE,NATHANIEL & ARLENE SHIRK,607-243-7399,1864,ROUTE 230,,,DUNDEE,NY,14837,POINT (-77.0311 42.51586),YATES
644510,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",MENDON ACRES,DOUG OSORSKI,,4287,CLOVER STREET,,,HONEOYE FALLS,NY,14472,POINT (-77.57781 42.99468),MONROE
646244,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",C. CHRIST FARM,CLAYTON R. CHRIST,585-507-7900,2241,PETERSMITH ROAD,,,KENT,NY,14477,POINT (-78.09551 43.30622),ORLEANS
645071,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BLUE HERON FARM,ERIK LANDOWNE,607-582-6336,1641,SHAW ROAD,,,LODI,NY,14860,POINT (-76.85644 42.60154),SENECA
646579,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SHALEBROOK LANDSCAPING INC.,BRIAN SGRECCI,607-280-6171,109,BUNDY RD.,,,ITHACA,NY,14850,POINT (-76.5304 42.46044),TOMPKINS
107165,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",CHATHAM HARDWARE INC,CHATHAM HARDWARE INC,518-392-3441,1,HOFFMAN ST,,,CHATHAM,NY,12037,POINT (-73.60054 42.35834),COLUMBIA
481325,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TRI VALLEY CENTRAL SCHOOL,TRI VALLEY CENTRAL SCH-T BERESCIK,845-985-2296,34,MOORE HILL ROAD,C/O ASHLEY WIGHTMAN,,GRAHAMSVILLE,NY,12740,POINT (-74.53744 41.84923),SULLIVAN
645257,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DURGIN FAMILY FARM LLC,PHILIP B. DURGIN,585-359-0951,1175,MARTIN ROAD,,,WEST HENRIETTA,NY,14586,POINT (-77.6604 43.02664),MONROE
644352,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,368,TIONA RD,,,NEWARK VALLEY,NY,13811,,TIOGA
361678,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CHANGING SEASONS,STRIESSE MARIAN,607-293-6184,3762,STATE HIGHWAY 205N,,,HARTWICK,NY,13348,POINT (-75.05151 42.67099),OTSEGO
10138,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COLONIAL ACRES NURSERY,GILLESPIE GARY F,518-456-5348,2552,WESTERN AVENUE,,,ALTAMONT,NY,12009,POINT (-73.9289 42.71279),ALBANY
646153,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LANS FLOWER FARM INC,JIANWU LAN AND MARK WEISS,315-688-8584,4913,NYS ROUTE 31,,,CLAY,NY,13041,POINT (-76.17596 43.18596),ONONDAGA
535601,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SWEET HARVEST FARMS,RAPP L ALLEN,518-596-8697,911,BEADLE HILL ROAD,,,VALLEY FALLS,NY,12185,POINT (-73.53157 42.9667),WASHINGTON
136691,Combined Nursery and Greenhouse,11-100 Acres,,NORTH WINDS LAVENDER FARM,DUFFY TAYLOR ELLEN,845-216-8722,253,BUNDY HILL ROAD,,,HOLMES,NY,12531,POINT (-73.63233 41.54289),DUTCHESS
646176,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FLOWER HILL FARM,NICOLE PITT,315-525-1559,11785,STATE ROUTE 12,,,BOONVILLE,NY,13309,POINT (-75.23659 43.42986),ONEIDA
32952,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PAINTED DAISY THE,LAUSEN WILLIAM & MARLENE,607-773-4838,1,GEE STREET,,,BINGHAMTON,NY,13903,POINT (-75.85935 42.10049),BROOME
645754,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",SAF NY REALTY CO LLC,ROBERTO M SELLA,518-658-2729,16,SATTERLEE HOLLOW ROAD,,,BERLIN,NY,12022,POINT (-73.37591 42.70134),RENSSELAER
645143,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ADK GROWERS LLC,GARY PECORE,315-328-4482,304,WILSON ROAD,,,SAINT REGIS FALLS,NY,12980,POINT (-74.65186 44.6721),ST. LAWRENCE
146784,Nursery Stock Only,11-100 Acres,,NATURAL LANDWORKS,"ZYWICZYNSKI, MARK AND JASON",716-537-2927,12022,HUMPHRIES ROAD,,,HOLLAND,NY,14080,POINT (-78.54019 42.68191),ERIE
646343,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",STANFARM,STANLEY MAIN,585-313-3070,824,JENKINS ROAD,,,CHURCHVILLE,NY,14428,POINT (-77.83119 43.04091),MONROE
644751,Nursery Stock Only,10 Acres or Less,,MANDALA FARM LLC,JOHN PAUL LEARN,718-619-5051,77,PLYMOUTH RD,,,STATEN ISLAND,NY,10314,POINT (-74.16718 40.5963),RICHMOND
646593,Nursery Stock Only,10 Acres or Less,,"SELECT HORTICULTURE, INC.","JIM FREEBURN, SCOTT RICHARD",,6,POUND RIDGE ROAD,,,POUND RIDGE,NY,10576,POINT (-73.57608 41.20806),WESTCHESTER
646353,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BIRD SONG FARM,RICHARD LAMSON,,35796,ST HWY 10,,,HAMDEN,NY,13782,POINT (-74.99379 42.1917),DELAWARE
646727,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NORTHVIEW GREENHOUSES LLC,NORTHVIEW GREENHOUSES LLC,585-404-8795,10131,RUNYON RD,,,DANSVILLE,NY,14437,POINT (-77.81144 42.54196),LIVINGSTON
146331,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COLOR BY NATURE,COLLEEN COTTRELL,716-537-3734,10179,WARNER GULF ROAD,,,HOLLAND,NY,14080,POINT (-78.55024 42.60249),ERIE
544942,Nursery Stock Only,11-100 Acres,,ALAN FRANKES NURSERY,FRANKE ALAN,315-926-5128,4169,HALL CENTER RD/441 FARM,,,WALWORTH,NY,14568,POINT (-77.25015 43.1553),WAYNE
306713,Nursery Stock Only,11-100 Acres,,BUTTENSCHON TREE FARM,BUTTENSCHON DONALD,315-865-4849,9663,LUKE ROAD,,,MARCY,NY,13403,POINT (-75.24758 43.18948),ONEIDA
470030,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",KURT WEISS GREENHOUSES INC,WEISS KURT GRENSES INC,631-878-2500,,PO BOX 641,95 MAIN STREET,,CENTER MORICHES,NY,11934,POINT (-72.78966 40.80006),SUFFOLK
646052,Nursery Stock Only,10 Acres or Less,,BLOOMS FLOWER FARM,RICHARD AND PATRICIA POPOV,315-673-2092,3243,FOX ROAD,,,SYRACUSE,NY,13215,POINT (-76.25837 42.9326),ONONDAGA
643938,Nursery Stock Only,11-100 Acres,,BARBATO NURSERY CORPORATION,LOUIS BARBATO NURSERY CORP,631-285-6767,,SOUND AVE / WILDWOOD PARK,,,CALVERTON,NY,11933,POINT (-72.74487 40.90976),SUFFOLK
646195,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",AMY'S GARDENSTEAD,AMY LYNCH,315-345-4659,9240,SHUBA ROAD,,,FULTON,NY,13069,POINT (-76.4694 43.22561),OSWEGO
327303,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GOOD EARTH GREENHOUSE,SAUERHAFER TERRI,585-500-5744,877,LARUE ROAD,,,CLIFTON SPRINGS,NY,14432,POINT (-77.15903 42.99538),ONTARIO
565608,Nursery Stock Only,11-100 Acres,,ALMETERS TREE FARM,ALMETER DOUGLAS & TAMMY,585-652-0798,2764,DUTCH HOLLOW ROAD,,,STRYKERSVILLE,NY,14145,POINT (-78.44487 42.74828),WYOMING
645332,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",BROCCOLO GARDEN CENTER,LAURIE AND ALBERT BROCCOLO,585-424-4476,2755,PENFIELD ROAD,,,FAIRPORT,NY,14450,POINT (-77.38692 43.13074),MONROE
644990,Combined Nursery and Greenhouse,10 Acres or Less,,HERRICKS LANE FARM LLC,HERRICKS LANE FARM LLC,631-722-2293,81,HERRICKS LANE,,,RIVERHEAD,NY,11901,POINT (-72.57486 40.95975),SUFFOLK
646120,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LEPANTO FLORIST LTD,ATHANASIOS AND ALEXANDROS BARPAGIANIS,212-929-4226,110,WEST 17TH ST,,,NEW YORK,NY,10011,,NEW YORK
146943,Nursery Stock Only,10 Acres or Less,,SCHICHTELS NURSERY INC,SCHICHTELS NURSERY INC,716-592-9383,11410,ROUTE 39,HEITMAN FARM,,EAST CONCORD,NY,14055,POINT (-78.56098 42.5137),ERIE
476623,Nursery Stock Only,11-100 Acres,,LONGWOOD FRMS & NUR INC,LONGWOOD FRMS & NUR INC,631-757-4837,149,LONGWOOD ROAD,,,MIDDLE ISLAND,NY,11953,POINT (-72.91684 40.86681),SUFFOLK
143296,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",HENRY KENNETH A&SONSINC,HENRY KENNETH A & SONS INC,716-649-1138,6951,GOWANDA STATE ROAD,,,HAMBURG,NY,14075,POINT (-78.85402 42.69809),ERIE
645399,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",KABZAS VEGETABLE FARM,CAROL ANN KABZA,716-649-8893,3587,PLEASANT AVENUE,,,HAMBURG,NY,14075,POINT (-78.85598 42.72685),ERIE
471559,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GREENLAND LANDSCAPE INC,DACCOLTI FRANCESCO,631-368-7182,,GREENLAND LNDCSP 292 TOWNLINE,,,COMMACK,NY,11725,POINT (-73.29144 40.84713),SUFFOLK
646066,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TRACY BS MARKET INC,TRACY & JAMES BARSALOUX,585-867-0360,8041,EAST MAIN STREET,,,LE ROY,NY,14482,,GENESEE
643705,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",AMBROSE BLACK WALNUT TREES,RICHARD AMBROSE,518-563-7942,16 A,LOZIER PLACE,,,PLATTSBURGH,NY,12901,POINT (-73.45585 44.70825),CLINTON
533422,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",JANS GREENHOUSE,SMITH JANICE D,518-282-0057,13,KRALL ROAD,ROUTE 22A,,HAMPTON,NY,12837,POINT (-73.26096 43.5602),WASHINGTON
132196,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",ADAMS MARK GREENHOUSES INC,ADAMS MARK GREENHOUSES INC,845-471-8655,759,DUTCHESS TURNPIKE,,,POUGHKEEPSIE,NY,12603,POINT (-73.87663 41.70017),DUTCHESS
644714,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MAWS FARM,MICHAEL SKWARA,315-985-0088,7342,MAIN ST,,,NEWPORT,NY,13416,POINT (-75.01041 43.18076),HERKIMER
646794,Nursery Stock Only,10 Acres or Less,,WILMA YODER,WILMA YODER,,6335,COUNTY HWY 18,,,WEST WINFIELD,NY,13491,POINT (-75.2386 42.80555),HERKIMER
16297,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FEURA FARM,STANTON TIMOTHY W,518-966-5797,,SR32 & CR406-STANTONS OLD HMST,,,GREENVILLE,NY,12083,POINT (-73.99991 42.38749),ALBANY
645407,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GARDENS BY TRISTA INC,TRISTA SHULTES,607-588-6762,153,POLAN HILL ROAD,,,GILBOA,NY,12076,POINT (-74.43286 42.41154),SCHOHARIE
644740,Nursery Stock Only,10 Acres or Less,,BRADT TREE FARMS,RICHARD A. BRADT,716-754-4425,470,PLETCHER RD,,,LEWISTON,NY,14092,POINT (-79.03662 43.20375),NIAGARA
106602,Nursery Stock Only,10 Acres or Less,,ERIC JOHNSON & SONS,JOHNSON ERIC,518-784-3907,403,MAPLE LANE,,,VALATIE,NY,12184,POINT (-73.70938 42.44867),COLUMBIA
646209,Nursery Stock Only,10 Acres or Less,,FRUIT CONNECTIONS LLC,"JANET FAURE, JOSEPH NICHOLSON",585-364-8879,977,ROUTES 5 & 20,,,GENEVA,NY,14456,POINT (-77.02221 42.85786),ONTARIO
644336,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DELRES GREENHOUSE & GARDEN CENTER,BRAY-DELRE BETH ANNE,585-343-1038,4062,WEST MAIN ST,,,BATAVIA,NY,14020,POINT (-78.21261 43.00629),GENESEE
281414,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",DEES NURSERY INC,THOMAS DIDOMINICA,516-678-3535,69,ATLANTIC AVENUE,,,OCEANSIDE,NY,11572,POINT (-73.64371 40.63948),NASSAU
646607,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ABNER ZOOK,ABNER ZOOK,518-603-1414,311,R. DILLENBECK ROAD,,,FORT PLAIN,NY,13339,POINT (-74.69394 42.93983),MONTGOMERY
646102,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",S AND R TREE FARM LLC,ROBERT ROOD & STACIE FIYLEK,585-362-7927,5823,SOUTH LIVONIA ROAD,,,CONESUS,NY,14435,POINT (-77.67544 42.73676),LIVINGSTON
643618,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RAGING WINDS FARM,"ROTH, GARY",585-335-2963,7906,KYSORVILLE BYERSVILLE RD,,,DANSVILLE,NY,14437,POINT (-77.79138 42.63144),LIVINGSTON
645486,Nursery Stock Only,10 Acres or Less,,HIDDEN SPRINGS TREE FARM LLC - GROW,KEITH A AND MICHELLE D KRAUS,607-525-6456,,BINES HILL ROAD,,,ANDOVER,NY,14806,POINT (-77.79301 42.16039),ALLEGANY
645350,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RADLIFF HOLLOW FARM,SARA RADLIFF,518-673-4877,210,WEST LYKERS ROAD,,,CANAJOHARIE,NY,13317,POINT (-74.5133 42.80154),MONTGOMERY
644941,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",Z'S NUTTY RIDGE LLC,DAWN ZARNOWSKI,607-310-1318,5296,TOWN LINE ROAD,,,MC GRAW,NY,13101,POINT (-76.07216 42.65968),CORTLAND
472691,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",THE SUNSHINE SHOP,ZELENKA ANN,631-472-0531,482,SYLVAN AVENUE,,,BAYPORT,NY,11705,POINT (-73.04716 40.75101),SUFFOLK
646222,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MANDEVILLE FARM,KIRK MANDEVILLE,607-589-4399,894,ITHACA RD,,,SPENCER,NY,14883,POINT (-76.51026 42.26494),TIOGA
315832,Nursery Stock Only,11-100 Acres,,SKY-HIGH TURF FARM,COULTER-GIUFRE & CO INC,315-687-6510,,ROUTE 31,,,BRIDGEPORT,NY,13030,POINT (-75.96833 43.15548),ONONDAGA
146671,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SENECA GREENHOUSE,FLETT RICHARD J JR,716-677-0681,6581,SENECA STREET,,,ELMA,NY,14059,POINT (-78.66987 42.81381),ERIE
